date,day_of_week,time,hour,minute,direction,destination,stop_order,stop_name,stop_coef,peak,sample_id,observed_passengers,travel_time_min
2025-08-22,Friday,15:30,15,30,to Pulo Gadung,Pulo Gadung,12,Pedongkelan,1.2,0,1,6,9
2025-08-22,Friday,06:40,6,40,to Pulo Gadung,Pulo Gadung,16,Pulo Gadung,1.7,0,2,14,10
2025-08-24,Sunday,06:20,6,20,to Monas,Monas,1,Pulo Gadung,1.7,0,2,15,8
2025-08-18,Monday,19:30,19,30,to Pulo Gadung,Pulo Gadung,2,Balai Kota,1.7,1,2,29,10
2025-08-20,Wednesday,19:30,19,30,to Pulo Gadung,Pulo Gadung,10,Sumur Batu,1.2,1,1,15,5
2025-08-19,Tuesday,11:00,11,0,to Monas,Monas,11,Galur,2,0,2,35,9
2025-08-23,Saturday,18:00,18,0,to Pulo Gadung,Pulo Gadung,12,Pedongkelan,1.2,1,2,12,7
2025-08-18,Monday,11:30,11,30,to Monas,Monas,15,Pejambon,1.2,0,1,15,6
2025-08-22,Friday,05:00,5,0,to Monas,Monas,10,Rawa Selatan,1.4,0,1,3,10
2025-08-23,Saturday,10:50,10,50,to Pulo Gadung,Pulo Gadung,3,Gambir 2,1.5,0,1,30,6
2025-08-22,Friday,07:00,7,0,to Monas,Monas,9,Pasar Cempaka Putih,1.5,1,1,17,9
2025-08-18,Monday,12:30,12,30,to Pulo Gadung,Pulo Gadung,11,Cempaka Mas,1.6,0,1,22,9
2025-08-22,Friday,05:50,5,50,to Monas,Monas,7,Sumur Batu,1.2,0,2,5,9
2025-08-21,Thursday,21:30,21,30,to Monas,Monas,9,Pasar Cempaka Putih,1.5,0,2,19,7
2025-08-23,Saturday,19:50,19,50,to Monas,Monas,19,Pecenongan,1.5,1,1,36,7
2025-08-19,Tuesday,18:40,18,40,to Monas,Monas,8,Cempaka Baru,1.3,1,2,15,5
2025-08-19,Tuesday,06:30,6,30,to Pulo Gadung,Pulo Gadung,4,Kwitang,1.4,0,1,15,5
2025-08-23,Saturday,09:50,9,50,to Pulo Gadung,Pulo Gadung,2,Balai Kota,1.7,1,1,38,6
2025-08-18,Monday,08:10,8,10,to Pulo Gadung,Pulo Gadung,15,Bermis,1,1,1,14,7
2025-08-23,Saturday,12:30,12,30,to Monas,Monas,18,Juanda,2,0,1,17,7
2025-08-24,Sunday,14:50,14,50,to Monas,Monas,20,Monas,1.8,0,2,11,6
2025-08-20,Wednesday,11:10,11,10,to Monas,Monas,12,Pasar Senen,1.6,0,2,29,6
2025-08-19,Tuesday,19:50,19,50,to Monas,Monas,3,Pulomas,2,1,1,32,8
2025-08-23,Saturday,08:10,8,10,to Monas,Monas,6,Cempaka Mas,1.6,1,1,28,5
2025-08-18,Monday,17:50,17,50,to Monas,Monas,19,Pecenongan,1.5,1,2,9,5
2025-08-20,Wednesday,13:10,13,10,to Monas,Monas,2,Bermis,1,0,1,8,9
2025-08-24,Sunday,06:00,6,0,to Pulo Gadung,Pulo Gadung,13,Perintis Kemerdekaan,1.1,0,1,8,6
2025-08-20,Wednesday,11:50,11,50,to Pulo Gadung,Pulo Gadung,11,Cempaka Mas,1.6,0,1,11,8
2025-08-20,Wednesday,14:40,14,40,to Monas,Monas,11,Galur,2,0,1,21,10
2025-08-18,Monday,05:10,5,10,to Monas,Monas,8,Cempaka Baru,1.3,0,1,7,7
2025-08-19,Tuesday,12:50,12,50,to Monas,Monas,5,Pedongkelan,1.2,0,2,12,9
2025-08-19,Tuesday,05:20,5,20,to Pulo Gadung,Pulo Gadung,9,Cempaka Baru,1.3,0,1,7,10
2025-08-22,Friday,07:40,7,40,to Monas,Monas,16,Gambir,0.7,1,1,13,10
2025-08-19,Tuesday,08:20,8,20,to Monas,Monas,5,Pedongkelan,1.2,1,2,28,8
2025-08-22,Friday,13:30,13,30,to Monas,Monas,17,Istiqlal,1.4,0,1,11,10
2025-08-18,Monday,20:00,20,0,to Monas,Monas,7,Sumur Batu,1.2,0,1,16,9
2025-08-23,Saturday,09:30,9,30,to Pulo Gadung,Pulo Gadung,16,Pulo Gadung,1.7,1,2,45,9
2025-08-23,Saturday,15:50,15,50,to Pulo Gadung,Pulo Gadung,3,Gambir 2,1.5,0,1,2,8
2025-08-21,Thursday,09:40,9,40,to Pulo Gadung,Pulo Gadung,15,Bermis,1,1,2,25,6
2025-08-18,Monday,10:10,10,10,to Monas,Monas,3,Pulomas,2,0,3,31,8
2025-08-22,Friday,05:20,5,20,to Pulo Gadung,Pulo Gadung,13,Perintis Kemerdekaan,1.1,0,1,9,5
2025-08-24,Sunday,17:20,17,20,to Pulo Gadung,Pulo Gadung,14,Pulomas,2,1,1,23,10
2025-08-24,Sunday,08:40,8,40,to Pulo Gadung,Pulo Gadung,3,Gambir 2,1.5,1,1,33,10
2025-08-23,Saturday,13:30,13,30,to Monas,Monas,19,Pecenongan,1.5,0,2,16,7
2025-08-23,Saturday,17:50,17,50,to Monas,Monas,16,Gambir,0.7,1,1,7,7
2025-08-24,Sunday,20:20,20,20,to Monas,Monas,8,Cempaka Baru,1.3,0,1,23,9
2025-08-24,Sunday,06:10,6,10,to Monas,Monas,16,Gambir,0.7,0,2,6,8
2025-08-22,Friday,12:50,12,50,to Monas,Monas,5,Pedongkelan,1.2,0,1,16,7
2025-08-24,Sunday,06:10,6,10,to Pulo Gadung,Pulo Gadung,11,Cempaka Mas,1.6,0,2,15,7
2025-08-19,Tuesday,06:00,6,0,to Monas,Monas,16,Gambir,0.7,0,1,6,5
2025-08-23,Saturday,20:30,20,30,to Monas,Monas,18,Juanda,2,0,2,21,7
2025-08-23,Saturday,14:20,14,20,to Pulo Gadung,Pulo Gadung,7,Rawa Selatan,1.4,0,1,9,9
2025-08-21,Thursday,08:10,8,10,to Monas,Monas,19,Pecenongan,1.5,1,1,24,10
2025-08-23,Saturday,07:00,7,0,to Pulo Gadung,Pulo Gadung,15,Bermis,1,1,1,15,8
2025-08-22,Friday,14:30,14,30,to Pulo Gadung,Pulo Gadung,1,Monas,1.8,0,1,9,5
2025-08-19,Tuesday,12:30,12,30,to Monas,Monas,16,Gambir,0.7,0,1,4,7
2025-08-19,Tuesday,09:30,9,30,to Monas,Monas,17,Istiqlal,1.4,1,3,31,5
2025-08-20,Wednesday,14:00,14,0,to Pulo Gadung,Pulo Gadung,16,Pulo Gadung,1.7,0,1,17,5
2025-08-20,Wednesday,20:40,20,40,to Pulo Gadung,Pulo Gadung,13,Perintis Kemerdekaan,1.1,0,1,12,7
2025-08-18,Monday,06:10,6,10,to Pulo Gadung,Pulo Gadung,7,Rawa Selatan,1.4,0,3,9,7
2025-08-18,Monday,19:00,19,0,to Pulo Gadung,Pulo Gadung,1,Monas,1.8,1,2,33,10
2025-08-23,Saturday,17:40,17,40,to Pulo Gadung,Pulo Gadung,6,Galur,2,1,3,17,9
2025-08-22,Friday,14:40,14,40,to Pulo Gadung,Pulo Gadung,5,Pasar Senen,1.6,0,1,10,7
2025-08-23,Saturday,05:40,5,40,to Pulo Gadung,Pulo Gadung,11,Cempaka Mas,1.6,0,2,10,6
2025-08-21,Thursday,12:50,12,50,to Monas,Monas,12,Pasar Senen,1.6,0,1,18,6
2025-08-21,Thursday,09:50,9,50,to Monas,Monas,2,Bermis,1,1,2,20,5
2025-08-18,Monday,21:10,21,10,to Pulo Gadung,Pulo Gadung,5,Pasar Senen,1.6,0,2,18,5
2025-08-18,Monday,07:20,7,20,to Monas,Monas,3,Pulomas,2,1,1,31,8
2025-08-18,Monday,11:30,11,30,to Monas,Monas,1,Pulo Gadung,1.7,0,1,15,10
2025-08-18,Monday,05:00,5,0,to Monas,Monas,12,Pasar Senen,1.6,0,1,9,7
2025-08-24,Sunday,12:50,12,50,to Pulo Gadung,Pulo Gadung,13,Perintis Kemerdekaan,1.1,0,1,16,5
2025-08-19,Tuesday,06:20,6,20,to Pulo Gadung,Pulo Gadung,4,Kwitang,1.4,0,2,8,10
2025-08-24,Sunday,14:40,14,40,to Monas,Monas,11,Galur,2,0,1,13,9
2025-08-23,Saturday,06:00,6,0,to Pulo Gadung,Pulo Gadung,11,Cempaka Mas,1.6,0,2,13,9
2025-08-18,Monday,16:40,16,40,to Pulo Gadung,Pulo Gadung,8,Pasar Cempaka Putih,1.5,1,1,13,6
2025-08-20,Wednesday,14:50,14,50,to Pulo Gadung,Pulo Gadung,11,Cempaka Mas,1.6,0,1,7,5
2025-08-24,Sunday,16:20,16,20,to Pulo Gadung,Pulo Gadung,3,Gambir 2,1.5,1,3,13,10
2025-08-23,Saturday,13:50,13,50,to Monas,Monas,12,Pasar Senen,1.6,0,1,11,6
2025-08-22,Friday,17:30,17,30,to Pulo Gadung,Pulo Gadung,9,Cempaka Baru,1.3,1,1,9,10
2025-08-20,Wednesday,15:40,15,40,to Monas,Monas,2,Bermis,1,0,2,3,5
2025-08-22,Friday,21:20,21,20,to Monas,Monas,8,Cempaka Baru,1.3,0,1,18,8
2025-08-24,Sunday,14:30,14,30,to Pulo Gadung,Pulo Gadung,5,Pasar Senen,1.6,0,1,7,10
2025-08-24,Sunday,16:00,16,0,to Monas,Monas,1,Pulo Gadung,1.7,1,1,14,9
2025-08-18,Monday,06:50,6,50,to Pulo Gadung,Pulo Gadung,9,Cempaka Baru,1.3,0,1,11,7
2025-08-19,Tuesday,13:40,13,40,to Monas,Monas,8,Cempaka Baru,1.3,0,1,6,5
2025-08-21,Thursday,16:10,16,10,to Monas,Monas,9,Pasar Cempaka Putih,1.5,1,2,12,8
2025-08-23,Saturday,18:30,18,30,to Monas,Monas,3,Pulomas,2,1,1,21,5
2025-08-23,Saturday,20:50,20,50,to Pulo Gadung,Pulo Gadung,4,Kwitang,1.4,0,1,24,9
2025-08-24,Sunday,06:40,6,40,to Monas,Monas,1,Pulo Gadung,1.7,0,2,21,8
2025-08-19,Tuesday,07:00,7,0,to Monas,Monas,4,Perintis Kemerdekaan,1.1,1,1,16,6
2025-08-21,Thursday,09:10,9,10,to Pulo Gadung,Pulo Gadung,15,Bermis,1,1,1,21,6
2025-08-22,Friday,13:00,13,0,to Pulo Gadung,Pulo Gadung,12,Pedongkelan,1.2,0,2,12,7
2025-08-18,Monday,12:10,12,10,to Pulo Gadung,Pulo Gadung,4,Kwitang,1.4,0,2,14,6
2025-08-20,Wednesday,13:00,13,0,to Monas,Monas,3,Pulomas,2,0,1,19,10
2025-08-22,Friday,15:40,15,40,to Monas,Monas,17,Istiqlal,1.4,0,2,3,10
2025-08-21,Thursday,13:00,13,0,to Pulo Gadung,Pulo Gadung,14,Pulomas,2,0,1,21,10
2025-08-24,Sunday,14:00,14,0,to Monas,Monas,18,Juanda,2,0,3,14,5
2025-08-18,Monday,05:00,5,0,to Pulo Gadung,Pulo Gadung,13,Perintis Kemerdekaan,1.1,0,2,7,5
2025-08-18,Monday,14:20,14,20,to Monas,Monas,3,Pulomas,2,0,1,12,7
2025-08-22,Friday,09:40,9,40,to Monas,Monas,5,Pedongkelan,1.2,1,1,34,10
2025-08-20,Wednesday,20:20,20,20,to Pulo Gadung,Pulo Gadung,2,Balai Kota,1.7,0,1,21,9
2025-08-23,Saturday,10:10,10,10,to Pulo Gadung,Pulo Gadung,12,Pedongkelan,1.2,0,1,17,8
2025-08-24,Sunday,16:20,16,20,to Pulo Gadung,Pulo Gadung,8,Pasar Cempaka Putih,1.5,1,1,13,5
2025-08-18,Monday,20:40,20,40,to Pulo Gadung,Pulo Gadung,8,Pasar Cempaka Putih,1.5,0,1,18,5
2025-08-18,Monday,06:40,6,40,to Pulo Gadung,Pulo Gadung,9,Cempaka Baru,1.3,0,2,17,5
2025-08-23,Saturday,21:10,21,10,to Pulo Gadung,Pulo Gadung,8,Pasar Cempaka Putih,1.5,0,2,21,9
2025-08-24,Sunday,18:20,18,20,to Monas,Monas,3,Pulomas,2,1,1,27,8
2025-08-22,Friday,15:40,15,40,to Pulo Gadung,Pulo Gadung,16,Pulo Gadung,1.7,0,1,10,8
2025-08-20,Wednesday,17:40,17,40,to Pulo Gadung,Pulo Gadung,14,Pulomas,2,1,2,22,5
2025-08-18,Monday,07:50,7,50,to Pulo Gadung,Pulo Gadung,2,Balai Kota,1.7,1,1,22,10
2025-08-22,Friday,18:30,18,30,to Monas,Monas,7,Sumur Batu,1.2,1,1,19,6
2025-08-23,Saturday,13:50,13,50,to Monas,Monas,12,Pasar Senen,1.6,0,2,17,7
2025-08-22,Friday,05:30,5,30,to Monas,Monas,12,Pasar Senen,1.6,0,2,11,7
2025-08-20,Wednesday,18:30,18,30,to Pulo Gadung,Pulo Gadung,10,Sumur Batu,1.2,1,1,12,7
2025-08-18,Monday,19:50,19,50,to Monas,Monas,8,Cempaka Baru,1.3,1,2,22,8
2025-08-20,Wednesday,21:10,21,10,to Monas,Monas,13,Senen Raya,1.5,0,1,19,10
2025-08-19,Tuesday,05:40,5,40,to Monas,Monas,13,Senen Raya,1.5,0,1,15,10
2025-08-24,Sunday,21:10,21,10,to Monas,Monas,11,Galur,2,0,1,27,10
2025-08-19,Tuesday,13:20,13,20,to Monas,Monas,17,Istiqlal,1.4,0,2,9,9
2025-08-18,Monday,19:20,19,20,to Monas,Monas,2,Bermis,1,1,2,22,9
2025-08-19,Tuesday,07:20,7,20,to Monas,Monas,4,Perintis Kemerdekaan,1.1,1,1,11,5
2025-08-23,Saturday,15:00,15,0,to Monas,Monas,3,Pulomas,2,0,2,18,8
2025-08-19,Tuesday,19:50,19,50,to Pulo Gadung,Pulo Gadung,6,Galur,2,1,2,32,8
2025-08-18,Monday,10:50,10,50,to Monas,Monas,18,Juanda,2,0,1,30,5
2025-08-20,Wednesday,10:50,10,50,to Monas,Monas,4,Perintis Kemerdekaan,1.1,0,1,17,7
2025-08-23,Saturday,07:10,7,10,to Pulo Gadung,Pulo Gadung,6,Galur,2,1,3,21,8
2025-08-21,Thursday,21:00,21,0,to Monas,Monas,15,Pejambon,1.2,0,2,16,6
2025-08-23,Saturday,06:40,6,40,to Monas,Monas,2,Bermis,1,0,1,7,8
2025-08-18,Monday,21:20,21,20,to Pulo Gadung,Pulo Gadung,14,Pulomas,2,0,2,21,6
2025-08-23,Saturday,13:30,13,30,to Pulo Gadung,Pulo Gadung,3,Gambir 2,1.5,0,1,11,9
2025-08-23,Saturday,16:10,16,10,to Pulo Gadung,Pulo Gadung,8,Pasar Cempaka Putih,1.5,1,2,8,8
2025-08-21,Thursday,09:40,9,40,to Monas,Monas,12,Pasar Senen,1.6,1,3,30,5
2025-08-21,Thursday,11:00,11,0,to Monas,Monas,13,Senen Raya,1.5,0,2,12,10
2025-08-19,Tuesday,08:20,8,20,to Monas,Monas,3,Pulomas,2,1,1,41,9
2025-08-20,Wednesday,17:00,17,0,to Pulo Gadung,Pulo Gadung,8,Pasar Cempaka Putih,1.5,1,2,9,9
2025-08-18,Monday,12:50,12,50,to Pulo Gadung,Pulo Gadung,9,Cempaka Baru,1.3,0,2,12,10
2025-08-19,Tuesday,13:00,13,0,to Monas,Monas,15,Pejambon,1.2,0,2,10,7
2025-08-22,Friday,19:40,19,40,to Pulo Gadung,Pulo Gadung,5,Pasar Senen,1.6,1,1,23,7
2025-08-23,Saturday,18:50,18,50,to Monas,Monas,20,Monas,1.8,1,2,18,7
2025-08-20,Wednesday,07:10,7,10,to Pulo Gadung,Pulo Gadung,8,Pasar Cempaka Putih,1.5,1,1,31,5
2025-08-19,Tuesday,08:00,8,0,to Monas,Monas,14,RSPAD,1.3,1,1,17,6
2025-08-19,Tuesday,18:40,18,40,to Monas,Monas,18,Juanda,2,1,1,25,7
2025-08-18,Monday,19:20,19,20,to Monas,Monas,9,Pasar Cempaka Putih,1.5,1,2,29,9
2025-08-24,Sunday,17:50,17,50,to Pulo Gadung,Pulo Gadung,16,Pulo Gadung,1.7,1,1,25,7
2025-08-18,Monday,21:00,21,0,to Pulo Gadung,Pulo Gadung,4,Kwitang,1.4,0,1,17,5
2025-08-20,Wednesday,07:20,7,20,to Pulo Gadung,Pulo Gadung,9,Cempaka Baru,1.3,1,1,24,10
2025-08-22,Friday,06:50,6,50,to Monas,Monas,15,Pejambon,1.2,0,1,14,5
2025-08-21,Thursday,21:00,21,0,to Pulo Gadung,Pulo Gadung,14,Pulomas,2,0,3,24,6
2025-08-23,Saturday,14:50,14,50,to Monas,Monas,7,Sumur Batu,1.2,0,1,7,8
2025-08-23,Saturday,16:50,16,50,to Pulo Gadung,Pulo Gadung,10,Sumur Batu,1.2,1,1,6,5
2025-08-23,Saturday,18:00,18,0,to Pulo Gadung,Pulo Gadung,8,Pasar Cempaka Putih,1.5,1,1,19,5
2025-08-22,Friday,13:40,13,40,to Monas,Monas,4,Perintis Kemerdekaan,1.1,0,1,9,6
2025-08-24,Sunday,15:10,15,10,to Pulo Gadung,Pulo Gadung,14,Pulomas,2,0,1,10,9
2025-08-23,Saturday,10:40,10,40,to Pulo Gadung,Pulo Gadung,8,Pasar Cempaka Putih,1.5,0,2,20,7
2025-08-19,Tuesday,16:00,16,0,to Pulo Gadung,Pulo Gadung,13,Perintis Kemerdekaan,1.1,1,1,13,7
2025-08-22,Friday,17:40,17,40,to Pulo Gadung,Pulo Gadung,5,Pasar Senen,1.6,1,1,17,6
2025-08-18,Monday,17:50,17,50,to Pulo Gadung,Pulo Gadung,10,Sumur Batu,1.2,1,2,19,6
2025-08-20,Wednesday,19:40,19,40,to Pulo Gadung,Pulo Gadung,4,Kwitang,1.4,1,1,27,6
2025-08-24,Sunday,21:10,21,10,to Pulo Gadung,Pulo Gadung,3,Gambir 2,1.5,0,1,21,9
2025-08-24,Sunday,11:30,11,30,to Pulo Gadung,Pulo Gadung,4,Kwitang,1.4,0,2,20,6
2025-08-19,Tuesday,13:00,13,0,to Monas,Monas,9,Pasar Cempaka Putih,1.5,0,1,12,10
2025-08-20,Wednesday,15:00,15,0,to Pulo Gadung,Pulo Gadung,1,Monas,1.8,0,1,12,10
2025-08-19,Tuesday,06:10,6,10,to Monas,Monas,20,Monas,1.8,0,1,13,5
2025-08-22,Friday,16:20,16,20,to Pulo Gadung,Pulo Gadung,5,Pasar Senen,1.6,1,2,9,5
2025-08-19,Tuesday,16:10,16,10,to Monas,Monas,13,Senen Raya,1.5,1,1,5,9
2025-08-20,Wednesday,14:50,14,50,to Monas,Monas,13,Senen Raya,1.5,0,1,4,9
2025-08-19,Tuesday,11:00,11,0,to Pulo Gadung,Pulo Gadung,6,Galur,2,0,2,30,9
2025-08-20,Wednesday,20:30,20,30,to Pulo Gadung,Pulo Gadung,4,Kwitang,1.4,0,2,21,9
2025-08-19,Tuesday,06:00,6,0,to Pulo Gadung,Pulo Gadung,7,Rawa Selatan,1.4,0,1,9,7
2025-08-19,Tuesday,11:10,11,10,to Monas,Monas,14,RSPAD,1.3,0,1,7,9
2025-08-22,Friday,17:40,17,40,to Monas,Monas,12,Pasar Senen,1.6,1,1,16,8
2025-08-19,Tuesday,09:10,9,10,to Monas,Monas,1,Pulo Gadung,1.7,1,1,27,7
2025-08-22,Friday,16:10,16,10,to Pulo Gadung,Pulo Gadung,2,Balai Kota,1.7,1,2,19,5
2025-08-18,Monday,11:00,11,0,to Pulo Gadung,Pulo Gadung,12,Pedongkelan,1.2,0,2,17,5
2025-08-21,Thursday,19:00,19,0,to Pulo Gadung,Pulo Gadung,1,Monas,1.8,1,2,28,7
2025-08-20,Wednesday,20:30,20,30,to Monas,Monas,9,Pasar Cempaka Putih,1.5,0,1,21,8
2025-08-24,Sunday,11:10,11,10,to Pulo Gadung,Pulo Gadung,16,Pulo Gadung,1.7,0,2,28,6
2025-08-19,Tuesday,10:40,10,40,to Pulo Gadung,Pulo Gadung,14,Pulomas,2,0,1,26,6
2025-08-22,Friday,18:20,18,20,to Monas,Monas,11,Galur,2,1,2,17,7
2025-08-20,Wednesday,16:50,16,50,to Monas,Monas,1,Pulo Gadung,1.7,1,1,15,5
2025-08-23,Saturday,08:40,8,40,to Pulo Gadung,Pulo Gadung,9,Cempaka Baru,1.3,1,1,21,7
2025-08-22,Friday,09:20,9,20,to Pulo Gadung,Pulo Gadung,11,Cempaka Mas,1.6,1,1,37,9
2025-08-20,Wednesday,06:20,6,20,to Monas,Monas,6,Cempaka Mas,1.6,0,1,16,6
2025-08-22,Friday,07:00,7,0,to Monas,Monas,15,Pejambon,1.2,1,1,14,6
2025-08-24,Sunday,13:50,13,50,to Monas,Monas,19,Pecenongan,1.5,0,2,9,8
2025-08-20,Wednesday,17:00,17,0,to Pulo Gadung,Pulo Gadung,2,Balai Kota,1.7,1,1,14,5
2025-08-23,Saturday,19:10,19,10,to Pulo Gadung,Pulo Gadung,7,Rawa Selatan,1.4,1,1,28,9
2025-08-23,Saturday,11:00,11,0,to Monas,Monas,14,RSPAD,1.3,0,1,12,8
2025-08-23,Saturday,13:30,13,30,to Monas,Monas,15,Pejambon,1.2,0,2,6,5
2025-08-18,Monday,14:10,14,10,to Monas,Monas,14,RSPAD,1.3,0,1,8,10
2025-08-20,Wednesday,10:00,10,0,to Monas,Monas,3,Pulomas,2,0,2,33,10
2025-08-22,Friday,18:10,18,10,to Monas,Monas,6,Cempaka Mas,1.6,1,1,24,6
2025-08-19,Tuesday,06:00,6,0,to Pulo Gadung,Pulo Gadung,12,Pedongkelan,1.2,0,1,9,7
2025-08-18,Monday,10:10,10,10,to Monas,Monas,12,Pasar Senen,1.6,0,2,24,6
2025-08-18,Monday,06:30,6,30,to Pulo Gadung,Pulo Gadung,15,Bermis,1,0,1,8,7
2025-08-22,Friday,06:00,6,0,to Pulo Gadung,Pulo Gadung,2,Balai Kota,1.7,0,1,13,10
2025-08-21,Thursday,13:00,13,0,to Pulo Gadung,Pulo Gadung,4,Kwitang,1.4,0,1,24,10
2025-08-20,Wednesday,20:20,20,20,to Pulo Gadung,Pulo Gadung,16,Pulo Gadung,1.7,0,1,20,8
2025-08-22,Friday,11:40,11,40,to Pulo Gadung,Pulo Gadung,2,Balai Kota,1.7,0,1,28,6
2025-08-21,Thursday,16:20,16,20,to Pulo Gadung,Pulo Gadung,15,Bermis,1,1,1,3,9
2025-08-21,Thursday,19:10,19,10,to Monas,Monas,19,Pecenongan,1.5,1,1,26,9
2025-08-21,Thursday,16:40,16,40,to Pulo Gadung,Pulo Gadung,13,Perintis Kemerdekaan,1.1,1,1,17,7
2025-08-19,Tuesday,20:00,20,0,to Pulo Gadung,Pulo Gadung,6,Galur,2,0,2,33,5
2025-08-23,Saturday,21:20,21,20,to Pulo Gadung,Pulo Gadung,11,Cempaka Mas,1.6,0,3,19,7
2025-08-23,Saturday,21:30,21,30,to Monas,Monas,19,Pecenongan,1.5,0,2,16,5
2025-08-23,Saturday,06:00,6,0,to Pulo Gadung,Pulo Gadung,11,Cempaka Mas,1.6,0,1,16,6
2025-08-22,Friday,09:30,9,30,to Monas,Monas,11,Galur,2,1,1,43,8
2025-08-23,Saturday,18:50,18,50,to Monas,Monas,15,Pejambon,1.2,1,2,11,8
2025-08-23,Saturday,21:00,21,0,to Pulo Gadung,Pulo Gadung,3,Gambir 2,1.5,0,1,24,10
2025-08-24,Sunday,07:40,7,40,to Pulo Gadung,Pulo Gadung,2,Balai Kota,1.7,1,3,29,9
2025-08-22,Friday,10:20,10,20,to Monas,Monas,1,Pulo Gadung,1.7,0,2,23,7
2025-08-24,Sunday,06:30,6,30,to Pulo Gadung,Pulo Gadung,13,Perintis Kemerdekaan,1.1,0,1,8,9
2025-08-24,Sunday,13:30,13,30,to Pulo Gadung,Pulo Gadung,15,Bermis,1,0,1,2,5
2025-08-19,Tuesday,10:40,10,40,to Pulo Gadung,Pulo Gadung,14,Pulomas,2,0,2,27,9
2025-08-23,Saturday,06:40,6,40,to Monas,Monas,14,RSPAD,1.3,0,2,14,8
2025-08-24,Sunday,13:30,13,30,to Monas,Monas,9,Pasar Cempaka Putih,1.5,0,2,16,6
2025-08-19,Tuesday,20:20,20,20,to Pulo Gadung,Pulo Gadung,1,Monas,1.8,0,3,22,7
2025-08-23,Saturday,06:40,6,40,to Pulo Gadung,Pulo Gadung,3,Gambir 2,1.5,0,2,13,9
2025-08-18,Monday,12:10,12,10,to Pulo Gadung,Pulo Gadung,15,Bermis,1,0,1,12,10
2025-08-18,Monday,08:20,8,20,to Pulo Gadung,Pulo Gadung,12,Pedongkelan,1.2,1,1,17,10
2025-08-23,Saturday,09:10,9,10,to Pulo Gadung,Pulo Gadung,2,Balai Kota,1.7,1,1,34,9
2025-08-24,Sunday,20:40,20,40,to Pulo Gadung,Pulo Gadung,12,Pedongkelan,1.2,0,1,23,9
2025-08-20,Wednesday,21:30,21,30,to Monas,Monas,20,Monas,1.8,0,2,23,5
2025-08-21,Thursday,20:20,20,20,to Monas,Monas,15,Pejambon,1.2,0,1,22,8
2025-08-20,Wednesday,19:20,19,20,to Monas,Monas,9,Pasar Cempaka Putih,1.5,1,2,22,8
2025-08-18,Monday,17:40,17,40,to Pulo Gadung,Pulo Gadung,13,Perintis Kemerdekaan,1.1,1,1,14,7
2025-08-19,Tuesday,19:00,19,0,to Pulo Gadung,Pulo Gadung,5,Pasar Senen,1.6,1,1,32,6
2025-08-23,Saturday,07:00,7,0,to Monas,Monas,9,Pasar Cempaka Putih,1.5,1,1,25,8
2025-08-18,Monday,19:30,19,30,to Pulo Gadung,Pulo Gadung,9,Cempaka Baru,1.3,1,1,31,9
2025-08-18,Monday,13:00,13,0,to Monas,Monas,2,Bermis,1,0,2,12,9
2025-08-18,Monday,09:50,9,50,to Pulo Gadung,Pulo Gadung,10,Sumur Batu,1.2,1,1,19,10
2025-08-22,Friday,17:30,17,30,to Monas,Monas,4,Perintis Kemerdekaan,1.1,1,3,8,5
2025-08-24,Sunday,17:10,17,10,to Monas,Monas,7,Sumur Batu,1.2,1,1,8,8
2025-08-19,Tuesday,09:40,9,40,to Monas,Monas,8,Cempaka Baru,1.3,1,1,37,9
2025-08-20,Wednesday,12:40,12,40,to Monas,Monas,15,Pejambon,1.2,0,1,10,5
2025-08-20,Wednesday,13:50,13,50,to Monas,Monas,15,Pejambon,1.2,0,2,5,5
2025-08-18,Monday,15:10,15,10,to Pulo Gadung,Pulo Gadung,10,Sumur Batu,1.2,0,1,8,7
2025-08-19,Tuesday,11:00,11,0,to Pulo Gadung,Pulo Gadung,16,Pulo Gadung,1.7,0,1,24,6
2025-08-24,Sunday,06:40,6,40,to Pulo Gadung,Pulo Gadung,10,Sumur Batu,1.2,0,1,10,5
2025-08-23,Saturday,05:10,5,10,to Pulo Gadung,Pulo Gadung,9,Cempaka Baru,1.3,0,1,3,5
2025-08-23,Saturday,08:30,8,30,to Monas,Monas,19,Pecenongan,1.5,1,1,28,8
2025-08-23,Saturday,13:50,13,50,to Monas,Monas,13,Senen Raya,1.5,0,3,18,7
2025-08-20,Wednesday,15:10,15,10,to Monas,Monas,16,Gambir,0.7,0,2,3,6
2025-08-19,Tuesday,08:10,8,10,to Monas,Monas,3,Pulomas,2,1,1,30,5
2025-08-18,Monday,08:30,8,30,to Pulo Gadung,Pulo Gadung,9,Cempaka Baru,1.3,1,1,22,8
2025-08-23,Saturday,07:40,7,40,to Monas,Monas,7,Sumur Batu,1.2,1,2,22,9
2025-08-20,Wednesday,20:20,20,20,to Monas,Monas,17,Istiqlal,1.4,0,1,10,10
2025-08-20,Wednesday,07:40,7,40,to Monas,Monas,18,Juanda,2,1,1,31,5
2025-08-23,Saturday,05:50,5,50,to Pulo Gadung,Pulo Gadung,7,Rawa Selatan,1.4,0,2,16,7
2025-08-23,Saturday,08:30,8,30,to Monas,Monas,9,Pasar Cempaka Putih,1.5,1,1,19,10
2025-08-24,Sunday,12:20,12,20,to Monas,Monas,12,Pasar Senen,1.6,0,1,13,7
2025-08-19,Tuesday,05:10,5,10,to Pulo Gadung,Pulo Gadung,14,Pulomas,2,0,2,3,8
